;Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
50;Cuba;CUB;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;23120750306,301987;25105402915,028458;26317161843,753605;27221021749,616333;27489010480,97329;30093986236,242203;31727475910,92098;34490781331,771675;36765792774,16762;37165871991,93819;35363534232,006615;42326025083,46447;46100759451,77093;48595488552,93346;52448973034,10459;53286412464,193634;53337196219,42578;52055944739,43463;53984898545,88358;54352040789,24344;52749435567,51911;47109098196,535805;41653580519,22938;35456285543,7413;35710482401,75231;36587960794,01103;39455999445,98351;40554227615,03305;40618768067,33397;43132564230,32663;45683751961,46792;47138793122,935814;47810436669,7248;49623762332,110115;52487320429,357834;58366769728,921135;65409224267,889946;70159331722,93582;73047670765,13765;74107815577,98167;75879253449,5413;78005618403,66974;80357410018,34863;82565312275,22935;83430247192,66055;87133000000,0;87580655779,81651;89165037486,23854;91169895871,55963;91019611431,19266;81054474018,34862;
51;Curacao;CUW;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2984660454,8892965;2963894591,555381;2975663182,7133803;2984238592,264768;2990459591,619766;3010687845,4916315;3059940719,725226;3135520102,067904;3204126681,038228;3187102853,2008047;3189726028,8120384;3209266564,041942;3204808344,988282;3179358744,985208;3143150979,6815786;3151910782,122905;3120814985,3343205;3066520125,388259;3000095279,946391;2898092042,62992;2364843106,786015;
52;Cayman Islands;CYM;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4633652466,098645;4780197527,901117;4763113044,521782;4420145925,837034;4300110884,435378;4350381855,274212;4403880835,23341;4460221048,841954;4578618864,75459;4708336733,469338;4860885755,430217;5015658466,338654;5226032281,291251;5425515180,607224;5060362414,49658;
53;Cyprus;CYP;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;3097493015,7191257;3725240000,7902136;4334763805,173175;4671895870,9636135;5134673757,990548;5430084103,906355;5566759236,128858;5901973277,215118;6231432149,564719;6777174395,852041;7108072698,916534;7371352178,228025;7892156697,863758;8574573954,748667;9256031834,406786;9941348385,70503;10014864776,571926;10956261967,055168;11032955854,307041;11683900106,386984;12660962666,371397;12819045113,624485;13157582588,868069;13961622296,408182;14659418653,118813;15533898466,135565;16147885207,365751;16749063949,117075;17188439819,424297;18052389920,22082;18928473095,96425;19820728886,728073;20831203213,18008;21590878029,7395;21155765191,813732;21581989484,914948;21668627779,158676;20921748731,155796;19550730164,490532;19193086876,67248;19842404304,892933;21123143098,16756;22359383572,21794;23632267889,555534;24880804888,151165;23579790561,36694;
54;Czech Republic;CZE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120142052583,97281;106187622460,49092;105649737161,44118;105715138858,6819;108790719365,82149;115863001168,75864;120805040906,55019;120178870877,5853;119750353168,3521;121407876416,48463;126265440317,08934;130107668072,56471;132150170232,2273;136886020631,12968;143476070938,564;152947812388,84094;163297687890,6449;172393922455,40936;177025133390,92438;168780486813,35437;172890126530,8197;175933614512,93262;174552528075,61365;174472402052,9499;178419147314,3961;188033050459,8811;192803983942,27353;202769490319,6301;209255388993,3432;215594735504,85294;203094954011,8909;
55;Germany;DEU;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;1398784449060,7854;1442604165833,2708;1504641069065,5234;1576525098914,3933;1590557256007,342;1576771277634,5652;1654809762173,5771;1710199854384,857;1761651094839,9768;1834766016070,6804;1860614725103,5698;1870461852829,7;1863076506757,724;1892371711215,9426;1945792376994,3857;1991089163868,8765;2036632127244,5132;2065188797761,2417;2141750213307,7612;2225204617485,9126;2342139255489,101;2461781853866,6157;2509123803633,3696;2484613432320,155;2544042703990,729;2583326450250,065;2604143486148,096;2650813925428,057;2704199536146,721;2755234843518,9165;2835481139992,393;2883158861645,2363;2877450961484,287;2857305447168,1777;2890881304361,6934;2912034089955,5566;3023170179485,119;3113153483420,8184;3143035994104,0215;2964076668605,506;3087971590525,6816;3209180426118,17;3222610768995,576;3236712633454,9043;3308229204839,041;3357585719351,5605;3432459876455,049;3524457734041,385;3562734209022,967;3600339162422,627;3435817462174,4004;
56;Djibouti;DJI;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2107763479,4148307;2256604108,9599423;2430274292,2896;2591951944,030894;2731997695,451493;2961694845,7308216;3191833262,486859;3207792428,7992926;
57;Dominica;DMA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;212014830,00136822;234352173,55552554;191326788,96003094;216932401,86185607;240424729,6969193;250348701,5835374;256748410,59689465;267523234,6313307;271324561,1362977;290516314,60790366;308840808,7022316;332981730,4289008;332345280,7830833;350351693,4815949;355073610,98233557;362279548,7899331;370109910,05081385;370237529,4427258;381458920,260123;393300176,695378;401896254,3077302;417064730,6035457;418541469,2813836;428336257,61062264;428062787,4850971;415957176,5951674;442383506,39178354;455879257,086468;458869197,12554705;480250003,1062174;510760153,4440146;547131680,1389089;540732479,2016116;544369631,871101;543152689,8125124;537400701,5056256;532027013,5390491;555691295,0678575;540737037,037037;554560951,882352;516853979,4078081;528298704,1610512;568298267,854584;473932843,2065777;
58;Denmark;DNK;GDP (constant 2015 US$);NY.GDP.MKTP.KD;82924593126,71016;88214214003,31422;93213156641,94301;93806944242,82248;102502790015,05942;107172053291,77757;110109542934,50946;116199008072,37704;122651627971,63857;130635327084,4354;132721366598,94156;136709637791,28058;142081486258,60492;147896804897,97757;146236819663,3354;144106668435,12067;152644421028,9586;155499315943,7711;158961210494,9345;165111596943,1409;164314130489,6754;163219594375,44968;169233539427,68875;173626963822,70297;180860502606,804;188101708262,8302;197326551524,82315;197828286475,17914;197801379443,83356;199077569084,2816;202014449528,00095;204829791576,42084;208838324345,41638;208860644214,54736;219998060186,39764;226658693444,80527;233232021689,2273;240837461729,20795;246179618941,1375;253437048662,4989;262932986641,7248;265097327404,03503;266333597050,53333;267372454034,6235;274506537368,94226;280920770514,86786;291913222677,84625;294567411335,2952;293059176864,38995;278680088475,4147;283894168259,7569;287689202382,5883;288340817827,0245;291032020819,8744;295744975353,14795;302673070846,85724;312497708532,4633;321315569939,8231;327708263102,56616;334638192450,4458;327737534762,37634;
59;Dominican Republic;DOM;GDP (constant 2015 US$);NY.GDP.MKTP.KD;4530917897,605938;4426106495,992653;5180635534,246527;5517527218,636623;5890780492,724038;5155503055,259831;5849606209,493375;6044254329,791298;6058691664,987712;6718570785,844819;7943143376,882481;8806679513,871767;9722060232,270372;10975794149,105928;11634550656,70019;12238762349,237898;13062201290,111675;13712931937,413021;14006482570,19954;14641172211,651415;15807888939,832088;16484445637,74505;16764468338,417707;17540318938,73979;17760080888,801636;17383116959,88919;17995349157,118034;19816004739,422363;20243230535,17922;21134041752,19856;19981325093,406868;20169976554,180412;22433236056,91812;24085334652,008125;24711638679,660496;26116601780,766937;27677806561,030487;30137054145,518456;32160599929,103878;34070955367,416862;35659262313,17571;36536307706,37975;38178652517,390915;37664880029,09013;38632918021,97574;42275321072,54938;46153809276,70536;49576553487,21343;51167715084,12982;51651841064,638695;55959424375,3002;57712869851,17197;59281140848,775215;62171218046,814514;66554577200,62396;71164825256,6849;75903833487,12509;79446041234,73672;84993382978,80948;89287391492,91916;83287065054,83553;
60;Algeria;DZA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;23999022855,822994;20733849882,37745;16652382861,053942;22366436351,86056;23672504945,321953;25141833231,028454;23933775449,662365;26196226282,79403;29024433369,347786;31472145185,69646;34261413498,19704;30379006337,527336;38710135763,9307;40186221485,44639;43198145713,90556;45377639735,70323;49183351878,34252;51769700728,34718;56540193593,483444;60768171201,51061;61248608600,382904;63086064461,99829;67123575184,0628;70748250273,49826;74710149833,6599;77474423326,85585;77784321796,88962;77239833468,80098;76467430893,39146;79831999504,68332;80470655963,73177;79505007620,94473;80936099589,2719;79236440884,50235;78523315648,24011;81507197551,68353;84848991404,20023;85782330258,14993;90157232197,23605;93042265026,60019;96577871097,6118;99475207230,53984;105045818835,44977;112609117791,60263;117451309856,64107;124380937138,18283;126495413069,53273;130796257113,89606;133935367284,63;136078333161,18417;140977153154,9865;145065490596,48148;149997717276,7616;154197653360,51093;160057164188,2103;165979279263,1744;171290616199,59555;173517394210,1902;175426085546,5022;177180346401,96707;168144148735,46707;
61;East Asia & Pacific (excluding high income);EAP;GDP (constant 2015 US$);NY.GDP.MKTP.KD;286783713444,30914;248150854656,19818;246520712428,9542;262264770222,49304;290843342225,20966;321872913159,1374;347880018351,66266;342934122048,96356;348722383291,7789;388561395475,3074;440717189551,749;470559156157,355;493681770294,1965;534491525146,71075;555421330891,1351;592752355035,0178;609355589319,831;656089467402,8341;716677889277,9983;767852714584,9287;825688619185,0044;872045532276,498;928207346094,0682;999671769873,0121;1099385860029,9464;1186514948968,73;1271728526591,2327;1388213055205,6934;1524027626853,5933;1610243809155,064;1693446714729,2583;1829590973220,6855;2034171761277,002;2264164488591,641;2511903541607,057;2759985132544,119;3010096635344,4785;3231056125270,018;3324204056498,1997;3536599152182,8765;3806787968095,456;4072816101171,188;4401393046656,232;4795329788937,707;5233075504378,11;5755665293367,771;6394259253178,402;7194167124797,679;7815012657951,792;8439680673684,131;9278133216234,75;10081214727347,95;10845203318943,51;11636906072316,826;12449172484319,6;13281198366371,25;14154938722611,434;15103665182366,32;16087745443156,96;17016933263759,854;17251524473606,096;
62;Early-demographic dividend;EAR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1043461180322,4789;1090150391032,4565;1128195135080,9812;1181537995177,4038;1277296043414,6584;1348056059670,0752;1402852682742,633;1480154427298,8176;1577539400187,6985;1682464250505,9453;1828083864559,0505;1939096471513,6433;2074064335508,4126;2229506139637,911;2381143100760,656;2432198197677,8643;2606328680077,7373;2708234664291,803;2736316269391,473;2848519419366,9995;2931798338559,417;3045277181345,4653;3043512758866,747;3052002528470,224;3115565858020,0684;3139600580183,2812;3231994083290,6406;3320878733802,165;3440612624460,505;3519904853748,2534;3711247053061,0557;3882461620054,221;4037316969422,614;4179144257172,0464;4321661405633,543;4425138175842,564;4683118523164,131;4903624949547,803;5017739662510,735;5120063787155,3125;5345768878122,575;5398014263428,329;5494125047812,025;5790214976206,783;6152411774600,955;6514725773157,64;6904607154397,683;7303450208904,1455;7562555965857,752;7629215518733,283;8128806328994,793;8537714238774,076;8876238512412,262;9260252213098,186;9651318300636,018;10082377974481,86;10554026490600,8;11035307308113,186;11440210685161,637;11703037495097,203;11175750002752,643;
63;East Asia & Pacific;EAS;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1158075462173,7031;1201808978626,7725;1267808184127,5205;1366758899475,387;1511040883471,5024;1616709469640,9207;1756979199617,6155;1892538020944,0127;2072981982223,2708;2311805847890,1772;2437338588989,844;2566727248382,4175;2752269900473,0596;2963120924205,5884;2988970299117,1953;3099381662446,6187;3230965057504,0874;3406869873399,515;3604092150812,5723;3817602166299,7773;3962133485267,2817;4146302037905,99;4319377806883,904;4507718666807,204;4788196204323,192;5063411119024,719;5313877201072,765;5648769613230,965;6082798227896,645;6393111998462,417;6719241421142,407;7041669941445,751;7337649227191,605;7643344708092,094;8040216280289,461;8495575114347,498;8972887537104,39;9336348177824,168;9377297215539,416;9727199934216,361;10251608547478,637;10589941374405,47;11053610577569,848;11600165800438,09;12280437899406,982;13004941037287,557;13844455391455,225;14878772211690,9;15531609226147,135;15928673608873,992;17141403750111,635;18079496813274,156;19016034478447,918;20013128856458,27;20964036581533,9;21951401205501,836;22974032892813,816;24133820672087,72;25275414410483,535;26302619575881,9;26267553268938,625;
64;Europe & Central Asia (excluding high income);ECA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2081603693369,5813;2051278221586,1392;1941058328705,7012;1735951972312,7559;1640012009010,6296;1471320168016,7043;1452005619560,6428;1454544258821,8782;1487832370395,351;1464101640378,56;1495865256067,8384;1615920919620,3691;1661357582850,1228;1752771305690,5225;1869187845191,8618;2026618875957,671;2172287498438,7434;2349895320999,591;2532412826434,4497;2647514914081,431;2496263891615,76;2621747672811,2773;2779796214909,543;2887260892626,0312;3003649760154,0903;3067822429398,399;3099131447149,2725;3153535012936,9395;3283708025753,1924;3389705484596,5757;3468157804813,1865;3414610834793,284;
65;Europe & Central Asia;ECS;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;7703723997393,559;7987439597818,871;8366056790487,185;8869879775886,553;9061757142893,168;9013248982683,98;9436222492251,674;9704876473633,158;10018240121809,834;10395320719262,97;10534500866000,562;10584677225036,56;10685147639072,807;10895848183137,625;11184139745306,592;11497624116134,898;11814553375592,502;12179126425973,46;12696534618353,934;13145319343550,45;13452082381557,045;13510456881444,076;13440485735913,215;13341827899339,44;13506172462650,803;13794889605550,592;14038797793704,22;14470730669133,602;14845734837589,576;15271543216365,31;15922610307374,775;16270474141387,15;16536503129676,895;16830443446416,957;17366002988464,312;17826780568473,746;18520216999989,164;19187594379024,734;19381930730337,316;18530189927484,41;19023144718835,8;19472507832045,207;19541102208946,465;19716298939311,59;20087780255792,945;20513281111787,566;20917358058352,13;21506923145122,664;21974204440304,543;22370582039152,227;21122173179574,836;
66;Ecuador;ECU;GDP (constant 2015 US$);NY.GDP.MKTP.KD;11683345571,628109;12282048670,642315;12886220692,195591;13157651952,950577;14132271517,018894;14595115066,641409;14545560908,8964;15217722033,586693;15508295061,581478;16232414264,697725;17347894301,497883;18439528973,2386;19364758284,552383;22066274158,495758;24539574622,013885;27232094540,87224;29246503666,72754;29715863873,794914;31411696205,841846;32584624145,813145;33793084551,97667;35689844469,69739;35909281820,14348;35788314663,80595;36727855721,8459;38173097362,9211;39495712166,10564;39393379286,029465;41713833407,29929;42133381944,223816;43683854187,30254;45558477943,13191;46521725705,70938;47439700807,88178;49459802089,65199;50573908255,36257;51449720654,54997;53676394986,100494;55429750211,192665;52802720505,7765;53379221434,28194;55522733410,36261;57797375793,075836;59371127439,900055;64246103132,85107;67645562499,14112;70624352725,10506;72171071229,76909;76759080483,19836;77193914220,30902;79915230250,82047;86203073182,78622;91066617872,099;95571238385,53285;99192306978,81122;99290381000,0;98072699669,12917;100395440274,10728;101689830586,56583;101702140245,14394;93820098898,98473;
67;Egypt, Arab Rep.;EGY;GDP (constant 2015 US$);NY.GDP.MKTP.KD;20297834750,33957;21345429170,823975;22172696193,34946;24504840915,142242;27324754467,63684;28667504458,972115;30114182468,212612;30356681176,658092;29868912345,95638;31445846804,304653;33206347267,033436;34553643778,149;35609492776,08255;36858257209,7878;37432854798,05421;40779032773,71344;46194361684,05828;50353260515,16183;54698126367,1683;57185627386,436874;62910668706,55941;67533693103,29571;74224371652,30913;78005663118,74304;85607909948,11209;90565897010,74403;94862819131,69173;98498676310,9552;103878004710,9671;108989704832,37231;115166183176,52199;116462268693,6832;121671461981,13036;125200896548,63605;130175343746,14542;136218680408,50565;143014263359,89746;150869114032,5828;159280817655,1434;168922784444,32523;179683172290,31958;186035425177,24588;190482051403,0531;196565009500,48825;204608590453,47186;213758163779,3649;228387426641,27988;244575133307,4827;262077623372,81555;274326082655,67474;288446290408,7242;293536132737,95184;300070833527,97437;306628779734,8204;315569804747,0375;329366576819,407;343682967568,3433;358053111984,86224;377080487734,1443;398037429245,4196;412246049856,46155;
68;Euro area;EMU;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;4473604564322,749;4642390009125,42;4869455728497,927;5169011917509,6455;5335125175409,437;5293885784240,311;5560029139923,551;5731573118843,452;5910586639735,608;6139534964105,166;6272103214002,231;6304948593696,723;6349876998473,531;6438160643392,459;6591294504076,78;6743738236436,093;6912859616629,981;7087986712622,492;7393182860314,451;7696259803679,627;7973581105525,035;8187070766186,501;8303119626403,464;8248167783875,439;8451057133104,341;8655528116554,06;8801774103443,06;9040003310660,322;9314401510373,275;9590444596651,02;9961034330199,574;10179697191302,842;10275323414604,35;10345368111635,553;10582586342128,02;10760432836932,482;11108029361974,816;11441385120884,754;11489185097453,758;10969748826793,31;11208750958328,854;11401372030421,662;11305295343628,658;11280390044003,045;11438501195586,938;11674422820798,635;11892097034000,838;12202920779511,936;12426554235371,455;12621020546215,703;11814004510522,625;
69;Eritrea;ERI;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1154926145,6250355;1310318715,5774906;1588386838,0793347;1633788954,834092;1785058836,6289766;1926233509,5486217;1960377599,0321178;1960641859,8126812;1899038768,9785316;2065307884,051272;2127379250,0978112;2070886355,3289657;2100950149,0797868;2155038050,764725;2134151053,234373;2164601594,4825487;1952837970,7280118;2028539764,4937055;2073049788,2294362;2252986365,849843;;;;;;;;;;
70;Spain;ESP;GDP (constant 2015 US$);NY.GDP.MKTP.KD;189278929999,7927;211687045841,93454;232757184921,9187;255093725552,56467;268635402109,3326;285433536189,66;306116222365,5236;319402702365,7528;340473762960,8062;370799813989,3416;386709496413,9679;404689452375,0264;437670613987,7057;471758438152,3939;498265534353,6061;500967146095,1721;517518056110,1831;532208190961,198;539994415135,68555;540218763080,22144;552150727660,5577;551419301258,6453;558292531684,7211;568174955234,9277;578315103096,446;591740316695,7589;610991533665,1765;644883982595,4418;677736464012,5792;710451008568,1285;737315955961,9539;756088024241,9906;763113711724,8544;755242255879,622;773241154554,2621;794563232953,5156;815702782058,5936;845904832454,2968;883065747699,9998;922719738410,9373;971125566803,1246;1009319438549,9998;1036884176804,6873;1067802972527,7341;1101148272942,578;1141362567663,281;1188189559212,1091;1231020085328,906;1241941020711,3276;1195203899706,6401;1197152204342,5776;1187402914572,6558;1152262422300,7808;1135722913640,234;1151440273248,8276;1195599995808,593;1231842234380,8586;1268472802464,843;1297505426273,8274;1324560898111,718;1181205175565,6245;
71;Estonia;EST;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10254019388,508982;10760877052,82031;12165173094,816793;12693120380,153122;12639171425,359371;13914164835,082418;14749525966,537106;15748270637,726559;16945180968,25898;18098132398,06484;19822237764,19374;21757994918,851162;23407063928,187096;22205813183,22655;18957312552,25546;19420679530,280067;20831219910,82499;21503693454,80702;21817309477,98397;22474308645,680454;22890762090,15077;23613094924,41171;24980775931,504677;26013436192,734756;27079035672,661713;26279914560,75351;
72;Ethiopia;ETH;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;10919391170,267519;11019414306,605392;11926863704,895645;11587184067,95307;10295867375,251755;11290614170,07278;12855417691,71448;12920167201,22779;12873519689,4521;13224509996,561333;12280613280,066637;11215579531,31391;12689624528,618536;13094419056,693045;13896781078,958187;15623619245,303345;16113248919,186678;15556030352,598984;16359055323,367773;17352576330,760635;18793066846,479694;19077730261,007534;18665391883,263252;21198771447,52002;23704204628,467556;26272490503,098995;29282310890,19936;32441439350,566715;35297114307,540695;39727092173,71561;44167904219,33208;47987461378,62903;53065624131,02348;58508826790,97666;64589334978,80132;70682358692,84334;77442553522,34132;82721152428,05324;89640020508,40129;95069173939,28851;
73;European Union;EUU;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;5131246242045,818;5317744419617,797;5570850372930,9;5905610434375,1455;6088427091040,703;6048097476665,202;6343997045767,653;6526332473005,317;6725376727687,637;6985796910601,367;7130762148817,556;7167255124448,729;7225480961338,916;7330178072516,89;7513150214996,868;7689921307328,075;7888792982826,097;8087601944593,2295;8424234705263,535;8754294960803,002;9050375914427,564;9218656782173,957;9325630924061,107;9272106344564,414;9518009399769,465;9771409549160,217;9955173883019,97;10219266011085,068;10526902172146,98;10837254546630,252;11259890227173,934;11504802712909,438;11632457391780,54;11738039622764,121;12042238531899,002;12273942649290,525;12702724684359,6;13103466499533,516;13187461029195,871;12614061684415,678;12897791692356,648;13137402667500,23;13044556472938,664;13040383084244,852;13245856309524,992;13551929359932,773;13824088154838,465;14213041996600,686;14506612172134,154;14770175597367,834;13890496658892,121;
74;Fragile and conflict affected situations;FCS;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;254597223780,8019;289464811134,86383;329406063043,90845;361533665796,6217;372207323933,9515;388099377096,916;425574753891,46497;422244679307,0377;452209598642,17426;471494206642,44977;466778654032,98615;495121321632,21954;526129542499,73987;503410182725,37946;496650895597,0655;472079752709,6168;469762724886,6275;486206113954,06433;495805147040,56647;515621920561,0491;534519012222,9816;527992530681,9581;586195147076,4255;543563638849,2672;557533487223,6324;565523197305,9193;570081440181,251;582385093858,373;616734209608,3298;648779557684,7161;693967000882,6292;720742420056,1083;760554747699,5519;791619145892,9197;829673557372,2751;828927055471,8336;923595056604,9022;984261932330,5312;1047710912134,3728;1115456041397,3975;1182746364070,1038;1251217091031,6443;1341757817369,9382;1346229395961,531;1415295001073,424;1481141552930,669;1535704442323,4988;1560339195776,8022;1594448928180,3262;1625040532249,522;1669633080510,0798;1720631743301,3545;1639111718273,708;
75;Finland;FIN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;50609868256,83011;54458581967,741684;56082507221,75388;57924873462,18906;60959376045,0995;64191965073,929955;65715126795,16576;67140375445,51671;68686812988,075676;75276136628,2294;78899731715,71794;80759336343,61443;87006463097,94606;93082844694,51364;96095501717,88904;97829927772,92653;98166836909,72926;98401957114,92029;101275006350,29413;108487737735,28514;114334193866,0156;115838693345,70311;119439062675,78125;123161478423,82811;127149067752,73436;131661456678,90623;135289563831,24998;140125930521,48438;147436510957,81247;154936818098,43747;155975322164,06247;146794102994,1406;141957736303,90622;141017978885,54684;146606595315,62497;152788801142,18747;158391841239,84375;168424056796,87497;177615261582,81244;185394056458,9843;196097527314,8437;201215710279,2968;204650762188,6718;208751521832,42178;217085073153,9062;223119713766,01553;232105658667,1874;244405718572,65616;246321847334,76553;226432719257,42178;233646772072,26553;239599308730,46863;236250798826,56238;234120534076,56238;233266209150,78113;234534382384,7655;241128217493,74988;248826017928,90613;251667480441,79672;254739721635,93732;247606663262,1092;
76;Fiji;FJI;GDP (constant 2015 US$);NY.GDP.MKTP.KD;864446541,413121;894854157,3882055;927123512,3187065;986077182,3802247;1034170934,7871153;1006245558,7229117;1006245558,7229117;1140597738,2555456;1230889982,303237;1262848939,2003706;1423264991,9308043;1521313527,4329588;1635188054,0123553;1825080292,528754;1872553366,9134192;1882481854,378923;1933989631,01934;2048172607,8977296;2086338285,9948952;2341389381,194239;2303846210,809173;2449679458,196691;2303225709,853709;2212015138,557267;2397670110,442454;2287054202,502009;2464298798,3147855;2301284940,1002917;2323279583,023792;2496099811,6604266;2640873668,6123257;2569569981,076373;2726313798,9976525;2784385166,824934;2926388799,432743;2999548476,6484737;3143526816,4319468;3074369246,3157644;3114336060,399818;3388397593,8288403;3330794888,4041004;3397410791,0601926;3506127906,263977;3541189162,3529696;3728872177,4973354;3754974297,746008;3824534591,009305;3792001022,671691;3831164590,066032;3778063204,2061257;3889692595,7911587;3994914343,89614;4051295144,571326;4243092348,885435;4480854660,343614;4682546863,081617;4797065664,450051;5053870095,738928;5246541361,380236;5223164712,005547;4402511310,871856;
77;France;FRA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;521063228394,41675;547012759973,1902;584447414017,3657;620879995295,4851;662181550405,3275;694373557438,4926;730840925163,3204;766806695424,4514;801246352672,8829;858210764567,6903;910636112294,5555;959052047239,6638;1002318472123,8522;1065911376205,1493;1111755362632,6543;1101083792491,4263;1149055358647,736;1188862221373,2827;1236161624649,2197;1280045228283,46;1300253881649,636;1314153853595,8215;1347078619777,7832;1363794045035,6772;1384438090121,8538;1406904493488,1885;1439787739478,757;1476673666392,5706;1546714398124,4976;1613901522615,4329;1661090955411,7026;1678502109603,7664;1705347110174,844;1694626166709,983;1734591250411,7842;1771133801947,6682;1796159810500,698;1838123429815,534;1904087419529,2542;1969233367607,7424;2046499571261,1833;2087096421588,5225;2110796058518,4028;2128171303325,7615;2188393293109,352;2224791087607,909;2279283420792,2783;2334550031985,422;2340501872979,0425;2273251909006,5205;2317567536989,1377;2368384855035,173;2375801091055,5366;2389493466482,809;2412341398046,8433;2439188643162,4985;2465909086487,9365;2522413420333,7812;2569458097202,237;2616812485718,0073;2411255164955,6895;
78;Faroe Islands;FRO;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2518096285,6166115;;;;;;
79;Micronesia, Fed. Sts.;FSM;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;218165732,31614196;220783197,61087674;226410747,99455646;234394017,14349744;243162525,8808589;261223036,41452873;271692897,5934678;293810479,33397645;292240000,1571356;312739072,23264503;302786553,06921035;284434849,5215013;292542710,0184717;296563529,3309785;310899125,00371134;317638182,0248002;319375655,48744506;324396608,28907;314404696,2729496;320824422,52808076;320564377,3510489;314678221,39624935;307099219,76208013;310456119,0025774;317470533,3726723;327593318,65352947;321477741,8656465;309648107,46609277;302508316,50838006;316489900,0;319338880,100054;327904142,6572793;328598163,58017826;332458532,2701178;326589258,96646935;
80;Gabon;GAB;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1696430396,4214902;1946939612,8348246;2091971264,2584977;2219423259,694076;2320505863,0080175;2513881405,592009;2627207294,15752;2735320890,110447;2803944644,688433;3030584978,9324117;3293619819,1751;3631503413,678359;4043205891,041622;4454902646,961364;6214014295,291876;7406490779,082318;10045078150,830795;8781197259,976727;6669389035,511088;6701028969,22081;6872102027,721084;7222258254,419413;6998547331,806591;7391042710,225746;7946028886,908405;7760652059,015591;7698287634,93325;6378335987,223355;7197655776,132035;7812717774,203095;8218372618,7848835;8720720931,354996;8451237952,711448;8784770707,363932;9110927707,080212;9564091381,059351;9910794381,967113;10479512175,351395;10843972169,559326;9875321038,86609;9689372062,048233;9896262772,696522;9871617795,946291;10093465625,29561;10163064416,873371;10435048685,543776;10142180867,729536;10751534050,3411;10395827002,604792;10409376000,351484;11147389028,924349;11937934362,994217;12564804478,756191;13273295983,677336;13846033985,531607;14383107714,038813;14683922099,634844;14753324487,26397;14876945039,365164;15460241608,825737;15176119328,926584;
