;Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
0;Aruba;ABW;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;1079459785,0753777;1253019985,8129876;1486691280,464599;1667024562,206603;1733062101,9994495;1871063627,4639878;1981126193,785399;2125900800,2543318;2300307636,117491;2358899781,9527445;2386871336,548206;2555071151,651912;2605967807,513485;2638230786,2333302;2839173960,8271194;2754814813,5998225;2664631917,3344097;2717272980,2086644;2932251756,5773225;2967859536,6876755;2999040092,3995066;3053029591,0382237;3050260247,542552;2729380539,8121204;2628802064,8306255;2719392023,2644024;2682140077,7402325;2794742549,4382915;2803126777,086606;2962905027,932961;3025126021,2433443;3085628514,575887;;;;
1;Africa Eastern and Southern;AFE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;332413861028,14386;345753887929,5703;346888193290,5629;347513366631,41473;359113027150,3606;358471197930,651;366402741716,8781;380826813451,63586;396781049308,6704;407290006698,036;407497014554,9538;407108174992,08997;397568848057,50525;393237664710,0671;401306562686,7001;419004080516,5293;442342732156,0091;457494792861,2528;465681693043,983;477807465237,00116;493083651737,6649;510472146755,02106;530853295471,485;546290528937,64215;577191898398,5426;613911715966,4232;654974767649,4135;699888376338,2806;731891046481,4636;738820673505,7616;776887200452,9507;808072876833,3466;824013340189,438;859514882216,1716;893781629582,5597;919930022724,4215;938507003390,8257;962366647531,2079;986187837152,574;1006679813065,2885;977091625151,7062;
2;Afghanistan;AFG;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7228792185,8025;7867259194,150678;7978511520,994766;8874475611,973972;9349917056,942453;10642666466,70606;11060389403,712795;13426265139,502136;15354604611,671885;15420069703,07929;17386481260,89624;18360253681,344234;18860486754,623417;19134211763,859024;19566705069,66521;20084636379,3769;20323488524,68336;21118462796,760918;20621946475,72478;
3;Africa Western and Central;AFW;GDP (constant 2015 US$);NY.GDP.MKTP.KD;104844099903,20467;106782372409,95773;110808294540,704;118866828963,49057;125281306615,0373;130354942008,80547;128025377068,50739;115803407356,06537;117500785400,6804;135703929289,33508;160007146329,3889;177299932209,66986;182877712751,43286;190583072087,85052;210117554071,38004;205569949397,59457;223205212840,6248;233754333710,96872;228625259428,37796;240584167283,3635;245384642358,4103;228372728441,1832;220721147106,4671;206298786490,6829;207452740169,6051;218969867228,64453;222067762145,33902;225284162241,86926;236197562440,72113;241564236844,10828;257417907712,14236;260303740766,00702;267316217601,01474;264214097653,17;263422403289,9379;268498625644,53207;280927555195,7818;292823990200,8201;303091909848,769;307398953556,98206;318879183365,91125;335501383769,45966;368714648443,90674;389062203712,7319;420239648040,0627;444816736541,64734;468723246620,8233;494648269304,64874;525708337567,3273;558693713983,5216;597562091886,6373;626533999497,8793;658756419175,7025;698968496793,3885;740398805175,8594;760729687146,5742;761700338996,091;779356869183,8756;802365278925,6562;827963431037,2754;820636112652,4973;
4;Angola;AGO;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;29612271580,781055;28309331270,145996;28309331270,145996;29498323587,846092;31268223641,57061;32362611309,412144;33301127601,352528;34660728934,43204;36785047049,076;36800357523,39792;35530708872,921295;35882945860,207985;33787998745,571487;25684481961,103825;26028490521,34013;29932764107,05385;33986968355,635845;36459274698,2462;38169632669,28981;39002299281,52316;40193672967,31384;41884218272,00085;47607984243,67127;49031391565,529785;54401732106,977325;62577722356,60457;69803999474,4559;79583552534,91447;88469962099,17885;89229664824,29716;93159279071,89468;96393747204,01509;104627881965,96733;109811717090,51398;115107527232,24348;116193649124,15137;113195795293,51578;113029156434,07878;110764470655,24689;110072586683,26077;104128680882,97385;
5;Albania;ALB;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;4650625160,566012;4917833121,090437;5062840191,205394;5118781449,613183;5054714952,740374;5144721429,230072;5434741887,039401;5391924672,2634535;5315357203,7591505;5838204918,062655;5279159422,751714;3800881722,9442816;3527708137,7162623;3864936281,9755545;4185836785,3001184;4743487914,072331;5175145287,860251;4610020246,044928;5017058469,28803;5663797625,166139;6057217275,170974;6559561240,860765;6857137321,176182;7236243584,078586;7635298386,900523;8057257367,835248;8532849798,075165;9043392346,220842;9721650518,693907;10047742806,902533;10420206418,26426;10685442992,70445;10836881664,207157;10945469119,311796;11139690870,770615;11386850129,841055;11764322012,167181;12211628287,160088;12702457551,514963;12970913827,570368;12457862570,961506;
6;Andorra;AND;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;859118311,5979253;899062719,9041228;972334025,3779947;1048063942,0475895;1106952451,18331;1112954410,0134492;1149724053,678401;1182359839,7436957;1199657766,3147895;1200156310,4336226;1226664494,1884906;1225039476,392386;1240309117,0897293;1262264055,9579196;1284791514,6022835;1314617089,2171605;1357385813,2819977;1432681662,670298;1505667140,0206194;1578346208,4711077;1638029596,1196232;1679733887,3456166;1695342210,4635856;1677855020,2055905;1717841363,1978605;1765210866,5013318;1847288558,724787;2014794627,073748;2079163152,6998508;2164389691,2415724;2240757202,45755;2422692295,3998246;2532836662,470808;2753046641,7027135;2977025605,9161077;3137719374,544795;3288602531,5201735;3339680716,04543;3154021640,9274154;2986768713,360793;2927781285,7251277;2927545020,994945;2781915941,590777;2683224788,5829463;2750425228,267827;2789870187,5069346;2893365390,0284843;2903378514,307665;2949506390,200518;3008955096,5951123;2649303923,7495437;
7;Arab World;ARB;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;550301873320,4244;636880375951,3866;688687979613,7389;685233242451,2577;762351034823,2853;832029276533,1396;859770703952,1046;786655807147,9281;736692724671,4569;747136673056,1792;732468304359,0858;765395207581,8716;763108517545,503;808201293483,8457;824893254648,7817;926958107665,1388;948621940703,2299;997601074557,7504;1028941593430,5458;1063130976177,3964;1094919041569,5934;1146310460068,4033;1195866539801,7092;1257432528221,675;1280187978522,1277;1364673792994,6714;1387665961545,7505;1396062958479,528;1461867253559,0667;1593496042689,2876;1679783873884,1455;1781675531751,1584;1862281278151,442;1969809311815,8118;1982476624054,0068;2077172086641,6462;2156245406475,6948;2264960921013,9106;2332118132273,6855;2391772244181,8667;2463579840358,4307;2542415224638,9805;2566039016326,602;2627566299505,791;2681441590769,141;2539812021283,6035;
8;United Arab Emirates;ARE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;54529833760,48058;63541901139,0436;77164859120,66457;75938243958,27402;91827237926,28557;113750784287,71368;119050634295,813;111051245756,38658;105780952747,71008;110030122082,67604;106075115182,38249;90208254592,41635;93259081262,74796;90816711999,03416;102021579191,5982;120720079467,02596;121758371075,45097;125831121452,60081;127418092170,52852;136205033086,85516;145314271057,45294;153740179652,12817;166332113236,6742;166817793607,37433;171659202375,14493;190288867862,62537;192951170927,26877;197646554336,87076;215040520020,46005;235612235112,4402;247051541802,9288;271354791975,40762;279995787306,8617;288932794417,6847;273784273643,58905;278172625005,8005;297445839250,2886;310782691949,1288;326486783333,23376;340885128840,366;358135057862,4915;368822581887,8722;377576774179,0668;382069392728,14606;395103837869,75275;370866189764,80566;
9;Argentina;ARG;GDP (constant 2015 US$);NY.GDP.MKTP.KD;150797810292,94952;158982878501,39612;157628310157,91296;149261089200,41785;164381681829,11844;181755894113,78156;180556802911,8988;186320169964,112;195305461616,8845;214210104569,27002;220734180307,71393;233223609574,90808;237021461353,03223;243685921870,56323;257171024124,6238;257097956428,9624;251909073023,99274;269376820356,68387;257238364642,46756;283535234200,77374;287841521828,72174;272903153788,289;270895516735,07562;282677015448,06866;287117132732,0204;272218554795,3458;288969188906,66016;296785426414,1673;293550663098,2797;272541389926,80347;265817211208,20654;290094591011,8441;313120244489,8896;338817957426,0348;358592053441,5451;348389357874,28314;367643757074,8025;397463514160,8664;412766570325,7643;398792535409,2926;395646066535,8751;378202665751,8526;336999433710,193;366780211148,6741;399898899166,7381;435296589745,3388;470325565798,35266;512690850741,5605;533491913656,2786;501917060966,2351;552738161802,4628;585924294024,7853;579910247223,428;593858966307,1565;578937574935,6956;594749285413,2124;582376550428,09;598790850843,6769;583118120294,0024;571304530654,9193;514772410744,8861;
10;Armenia;ARM;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5839777179,5523405;5156523338,132023;3001096441,207278;2736999990,5954633;2884798066,1536803;3083849087,130876;3264729194,5989146;3373153453,1560416;3619393654,8218713;3738833645,4520454;3959424830,650402;4339529614,364173;4912347523,370658;5600076176,7186985;6188084175,208092;7048227875,507145;7978593955,036461;9071661326,99986;9697605958,601822;8330243518,371102;8513508875,793184;8913643792,842585;9555426146,013254;9870755208,831692;10226102396,407864;10553337672,987204;10574444348,314814;11367527674,611998;11958639113,652403;12867495686,115292;11915301005,34276;
11;American Samoa;ASM;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;744923664,1221375;752116030,5343513;755198473,2824429;752116030,5343512;721291603,0534352;734648854,9618322;715126717,557252;685329770,9923666;687384732,8244276;687384732,8244276;657587786,2595421;641148091,6030536;652450381,6793894;673000000,0;661697709,9236641;615461068,70229;631900763,3587786;628818320,610687;653477862,5954199;
12;Antigua and Barbuda;ATG;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;346269196,83357704;361448350,02732885;390652456,2330934;422535286,1052586;438654653,0400029;438286129,3354926;461795868,6340978;508737398,33791673;547624235,0197791;610567225,7753696;651025662,2119743;684965406,6322832;720941671,0878206;742654377,2716523;758818833,5390596;767609561,4734368;808138415,2749821;862095450,2516778;824511645,7783245;878966185,3172486;927059773,6676795;970920131,2341478;1006918139,9153975;1069381614,505197;1020746101,5423387;1031233675,3943169;1093897040,2100117;1156982395,5025969;1231883484,1481094;1388433067,064359;1517770927,2287161;1517553268,982741;1336012965,824548;1231261603,445324;1207145958,1923;1247861376,2046812;1240363271,7310941;1287444082,9369884;1336692592,5925925;1410163355,6216981;1454503449,7303157;1554626242,8788066;1630215842,3024035;1301036618,2978752;
13;Australia;AUS;GDP (constant 2015 US$);NY.GDP.MKTP.KD;205048666020,255;210140579058,5338;212860782121,40735;226089971117,82834;241867751030,37827;256333601242,1566;262439380778,96625;278982641188,1798;293197094658,67426;313848509001,80145;336369592522,6203;349823081605,576;363497860035,6498;373018570755,7072;388332696798,1049;393519448128,0058;403716822531,938;418221812356,1318;421961150711,51526;439053871064,25336;452380909091,713;467485036059,80475;483018946079,6123;472286412744,3843;493992338568,1661;519937385490,4824;540895895254,10004;554677554933,4622;586536446754,7817;609202798452,4502;630972702488,8342;628479810251,912;631080336422,9768;656535385505,246;682668603641,0981;708840961389,3658;736162668909,9102;764934047459,5343;800228192955,1635;839732857524,8698;872586798723,3667;890372741826,7708;926116992865,1776;954922242233,238;995080989941,1947;1026528915832,1521;1054521265557,7379;1094260767801,9368;1133402638271,946;1154561362206,7656;1179642326916,5256;1208776499565,8467;1256128656424,85;1288790662985,5403;1321821485124,7607;1350534154255,7617;1387560980285,6284;1419418366737,2397;1460169477425,407;1491025040336,1536;1490967836287,2385;
14;Austria;AUT;GDP (constant 2015 US$);NY.GDP.MKTP.KD;84930957865,74205;89634416745,94542;92008541234,9355;95816100869,13664;101684217823,96544;105223006468,23505;111160594895,65439;114504358722,38437;119625351794,00017;127132879969,53586;135169130645,02414;142082989214,1288;150903303811,96237;158283132276,33307;164522871893,8389;163924443911,6385;171429635128,008;180138227325,3201;179758759493,05878;189387896783,51617;192667120935,9416;192389112509,96347;196258547592,12128;202093486979,0471;202197109935,46704;207249365643,95923;212018988476,74518;214896442478,29477;221979171128,37833;230607667590,1162;240629049863,28342;248910606082,17444;254121610895,05728;255460346929,85965;261596808649,45456;268576168421,57016;274886456416,22644;280641477589,6405;290692443914,5233;301030430129,0819;311192381028,41394;315135711888,11316;320340348097,0038;323356259321,6874;332200441760,8241;339655236682,6756;351387070656,3396;364484726093,49194;369807747327,81226;355886045571,6638;362424005611,4763;373016924602,9138;375555101767,1521;375650886014,9998;378134963330,6912;381971148530,5428;389570224508,69116;398368950204,699;408334528417,5192;414423657207,6872;386514237678,3982;
15;Azerbaijan;AZE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20239380746,316074;20097705044,109135;15555623694,969557;11962274728,836254;9605706520,837963;8472233177,127983;8582372163,105544;9080149749,623829;9988164830,403618;10727288986,58469;11918018010,834173;13097901809,426636;14334201803,826323;15797480128,15358;17259347553,771114;22085326590,39775;29704764264,084972;37130955330,10622;41125866703,27491;44949076753,55087;47218530722,19003;47265749252,91216;48289165892,682396;51094670309,11162;52500032807,7481;53074370486,043335;51429065000,97603;51531923130,977875;52304901977,94258;53612524527,3911;51307185972,713295;
16;Burundi;BDI;GDP (constant 2015 US$);NY.GDP.MKTP.KD;798636603,0119112;688854936,9654195;751286947,8428607;782355724,0277555;831433195,1327444;864418025,7689698;904293567,888834;1029280671,5915729;1026214612,5190468;1011236588,031736;1226889573,1251848;1260590128,1765726;1179862378,546445;1261143696,2056997;1251977204,8865385;1260715007,1516838;1360849326,0428772;1516931300,4966655;1502663408,9120114;1527682077,7245142;1542822258,4176152;1730479981,2680523;1712247647,2967567;1775863246,2969203;1778625495,1103005;1988204141,982544;2052824364,4763587;2165793262,4045353;2274754849,2028885;2305452716,618096;2386139461,2223806;2505370947,521414;2530675153,2787943;2372761023,6790094;2281884276,562309;2101159041,7730556;1933066318,4744754;1902330564,0714626;1992691265,7715693;1972565084,0570574;1955662882,8227482;1995867539,3832283;2084614176,9646592;2059104170,4181316;2158634219,104706;2178061927,096117;2295977999,3259077;2375234069,0326123;2490711132,430279;2585675644,829615;2718169887,3664184;2827782874,096753;2953526127,663634;3098963521,2829585;3230379768,7853127;3104394858,115185;3085767868,070557;3101197015,9500337;3151124212,6585164;3209182941,330592;3218732735,478325;
17;Belgium;BEL;GDP (constant 2015 US$);NY.GDP.MKTP.KD;107409842457,40672;112757158826,44441;118634065901,41525;123796527265,88786;132408661378,72403;137123283408,93295;141450750228,82446;146922273105,16946;153084383687,1194;163233571843,43616;172346670831,8803;179216111161,92172;188706688044,54633;200749386449,41858;209914113819,7342;205787325003,57013;217419959648,7092;218781345279,66077;224998884653,73813;230266272692,69675;240499429910,32333;239827755215,62256;241254698634,74246;242007033807,07883;247975853676,46478;252071901218,9683;256666571621,10892;262586995647,7187;274989527944,73975;284529373856,78546;293456205020,6577;298835475229,994;303409615205,6065;300491199097,6479;310187964527,3276;317585194591,8748;321781927100,6639;333989231728,4764;340541460104,0623;352605970422,8514;365711203833,0467;369732633305,117;376043542626,99194;379946808976,21075;393515485920,82007;402651880769,9607;412928965821,9529;428111873071,13257;430025228051,0153;421335523091,6403;433403805754,25757;440747893479,88257;444005978083,20294;446045040873,59357;453086009677,4998;462335574841,48413;468191916732,07007;475774660680,4685;484429970740,23413;494843082072,61694;466836646736,17163;
18;Benin;BEN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1651120625,5751526;1702986955,1362066;1644635642,8231263;1722427368,8230803;1836981864,1169147;1934229164,2954128;2003394544,148552;2024999124,182895;2102806387,1561415;2163314598,387059;2208695694,305019;2175635013,2946467;2315449315,6755195;2401263695,1824207;2481449385,7660646;2359973866,293564;2380844444,6374464;2499497725,5711117;2530868372,4358134;2696279536,5069575;2879134847,9914904;3165730586,359625;3236486765,254393;3095770057,8767486;3341259656,744565;3592867362,5296497;3670873600,3935657;3615810388,1172867;3738937601,2293916;3632222321,2350845;3958255477,066541;4125523414,0325723;4247544466,7282476;4495438471,193992;4586264330,188325;4863513119,581364;5073825240,7724695;5364793307,033675;5577293421,121404;5875201725,540954;6219354251,615792;6551040853,893792;6855207703,095186;7091272043,499816;7405393025,882269;7532259594,997867;7829312241,283452;8298002221,539256;8704320296,77356;8906198913,181185;9094481722,875242;9364019690,408699;9814543589,039257;10520349986,307781;11189200078,415228;11388160958,248966;11768488343,51553;12435944687,833479;13268812169,989193;14179807326,715624;14725558673,483627;
19;Burkina Faso;BFA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1166782782,043562;1213966637,3919945;1288368209,8714058;1272031490,030474;1301069669,4097707;1350049027,5476475;1357307067,748073;1477066545,5149727;1522423920,0374951;1553269462,439768;1555087092,3209426;1577065758,3955078;1613519613,5494652;1620769599,3577685;1755073480,6567092;1807697303,6151013;1961982369,8455904;1969248641,3597872;2059988172,671938;2135478942,38886;2152496122,904249;2244091363,4885774;2458675792,059883;2467182435,098933;2423298742,874828;2629699941,73324;2838902110,7570267;2832192740,5343127;2996335103,754358;3060764316,962655;3042310097,189705;3318247150,217089;3325969068,440291;3441093660,8663206;3486344292,7465763;3685636766,6607428;4091600216,4706836;4350059840,155397;4667950017,227333;5013156021,4386835;5107828163,921656;5445629565,179445;5682675850,461012;6126066286,408068;6400419232,907604;6954815432,9489765;7389711495,729872;7693530543,6276045;8139754679,753463;8380850213,383802;9088720420,959194;9690626621,563816;10315931008,976988;10913490065,233824;11385699931,513535;11832159275,60297;12537116569,242456;13314855268,087555;14194244080,589066;15001629028,485056;15291209207,463245;
20;Bangladesh;BGD;GDP (constant 2015 US$);NY.GDP.MKTP.KD;22247412282,017456;23595196297,569855;24881849659,078403;24768414727,25153;27481246818,53405;27922666606,965405;28639388964,510544;28102153000,117714;30768893886,42358;31144538360,9776;32894815414,13932;31092349586,686356;26747589008,351734;27637128279,6546;30288069546,929657;29049828419,57287;30694444134,732765;31514923830,696198;33744238404,03431;35364513430,93674;35654198967,181915;38233403645,33804;39049429821,903076;40564956312,15517;42513416921,38048;43934221544,87466;45767764684,26263;47494308687,071976;48641893176,772736;50021660425,870895;52834007311,73577;54675392830,53119;57651202535,91862;60367474528,31176;62715845616,494125;65927698356,06966;68909554894,75314;72003522586,3165;75731164300,44258;79267928092,79128;83463813143,95999;87701511126,07932;91063218744,84401;95379221373,10445;100376647066,68178;106937209452,10371;114071958456,59589;122123840982,24303;129468112024,81522;135999939845,1325;143577568429,64288;152858966788,2006;162827601299,73526;172619411144,6355;183081976119,3365;195078678697,22955;208955558005,0972;224176245316,1013;241804912832,72208;261518503633,7008;270695543283,14478;
21;Bulgaria;BGR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;30380970883,061504;31869687630,919643;32613706392,68982;33732456291,416702;34878160151,935005;35814094910,805046;37321009486,10878;39580615170,21346;43912591617,6909;42467919140,48641;38595958807,397545;35336393002,25512;32766593398,440163;32281577447,081226;32868460139,85719;33806871457,719357;35566651552,93586;30546283155,74701;31703719111,312637;29041845953,29858;30374060870,550903;31535474948,991165;33387216050,78214;35135756064,3845;37423243595,55657;40063957719,338036;42789344253,003876;45609752890,50104;48399253570,61893;46815700521,42373;47537505667,64908;48536366470,18818;48902782248,92316;48628685105,41828;49098860802,539116;50781996712,76355;52325680684,65201;53771005440,94309;55214529018,363174;57443866470,18816;54923717977,782814;
22;Bahrain;BHR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;7719989594,297197;7309541111,898474;6757216271,723624;7188081842,375576;7547748015,193522;7188605896,054758;7273646666,449167;8030033862,109695;8592135561,905647;8623411548,671524;9006118309,713194;10017505286,020449;10687676226,029823;12063180869,151358;12033022737,895388;12505919514,141134;13019913570,924461;13422619469,90585;14065563316,811468;14670382393,205612;15447922937,529894;15832722681,7137;16362889422,8255;17393169261,371513;18607379553,607452;19866912679,453957;21151705946,671055;22906020071,879936;24336503493,48393;24954622922,9927;26036230937,927147;26552663487,03575;27542575573,00765;29034512771,37891;30297627559,061543;31050638297,87234;32155459790,27102;33535234420,61614;34251782226,14785;34985241938,695274;33206179338,09239;
23;Bahamas, The;BHS;GDP (constant 2015 US$);NY.GDP.MKTP.KD;2201671025,039556;2436525418,3506174;2691190370,1863284;2974412730,389122;3286772682,1308455;3629438339,450338;3958698398,2326813;4338658778,136873;4704050362,2716055;5126552293,316362;4836920056,31953;4915592983,818357;4743678184,057105;5102659295,42125;4247748068,151472;3618948556,1861787;3806597732,855398;4155089060,9553623;4744260751,135158;5984377100,94707;6373079264,893009;5785073155,851731;6172609291,676743;6394641249,505245;7300835364,974927;7653405854,574339;7790937575,1880245;8023459614,26896;8208778075,643576;8761009649,28617;8621162112,791647;8260643667,579064;7944625972,860744;7969080031,436842;8220019637,315307;8579953919,021681;8942330883,268625;9557182252,883833;9126765315,75566;10240004184,006924;10664885923,898367;10944856200,132202;11240878548,352556;11098734683,313314;11196707674,403448;11576865020,622107;11868237803,163607;12039939621,446991;11760190753,102625;11269108054,259884;11442470431,714289;11512656732,676033;11868038536,063086;11442702909,998232;11704528809,690063;11890600000,0;11901437916,18952;12094837707,640886;12429506802,968092;12516819004,18028;10700067637,535027;
24;Bosnia and Herzegovina;BIH;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2437270537,691499;2944222749,6198387;5563334594,9188175;7476541665,181557;8642881917,134161;9472598556,669794;10681820232,28984;10940674188,967978;11490710479,725172;11935072202,523186;12689997286,749117;13184549067,929993;13898361025,260853;14712405590,001427;15513324091,431698;15047233105,805857;15177492377,319035;15323122123,728598;15197191117,126997;15554303325,219006;15733776823,990665;16219819017,360718;16730711998,469267;17261315633,602997;17906901109,716545;18413845946,177086;17825164473,519627;
25;Belarus;BLR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29452556633,545662;29099127258,749065;26305610635,69201;24306383742,774597;21462535897,51564;19230432058,685772;19768885050,64778;22022539015,00001;23872430402,796616;24684092836,73428;26115771070,41606;27349821166,153126;28729692799,293182;30753180384,68385;34274340535,469208;37496129067,99924;41245740029,677605;44792876368,15378;49361749506,660934;49460470690,61535;53317530166,831535;56185324133,96967;57133246703,69136;57706562174,797485;58702799524,045395;56454734396,5842;55028435771,737366;56421856742,78415;58198692497,67677;59013474192,64425;58482352924,76475;
26;Belize;BLZ;GDP (constant 2015 US$);NY.GDP.MKTP.KD;110027507,62830271;115410358,31866522;121056985,73121692;127057095,56733379;133409797,76335938;139987622,48849365;146666215,13473415;153872106,9214512;165208211,9540156;173644362,44188544;181992650,9316677;189198542,71838474;208531424,6724055;219691805,70879468;249481981,98657742;258445431,6149238;258357506,04086074;275141945,01851285;296935407,95081466;319256106,4476176;362153533,4817361;366259524,5781237;365865024,8745499;358023878,94588184;365084342,64492303;368780872,4131671;385521521,3836593;426908429,2010005;468692994,3745455;529666302,4360846;590278076,3900058;657947770,0496261;737285247,043466;783555651,2563182;784796972,1772013;789854886,0569807;801142800,5001453;829540535,7633734;860569617,0749717;936117775,203388;1057996353,2654921;1107527887,1396348;1159940620,645711;1268204975,7465436;1328951248,116095;1354744911,424426;1420117861,8322024;1427374868,7031903;1477187471,9648476;1480399775,2769837;1524863986,0269787;1554114720,1529717;1591751697,6260974;1612350313,6755786;1677452112,5480125;1721700991,46912;1721128807,6899679;1752344611,6414962;1803268967,9860466;1835056955,7167273;1577955710,9509828;
27;Bermuda;BMU;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1684353374,0203362;1763181111,924442;1841995307,6275225;1861704657,419109;2068540044,8583229;2167002550,9936757;2478262917,4090595;2807253304,6962123;2866353374,2688003;2964853490,2230296;3152003710,5362206;3260353838,0858436;3319453907,6584425;3368703965,635477;3398254000,4218507;3526304151,162295;3841504522,21593;4068054788,9107504;4127154858,4833493;4215804962,842162;4550705357,086617;4659055484,636251;4412805194,75061;4501455299,109434;4523125324,619444;4432505217,94143;4728005565,804244;4905305774,521881;5104276008,74953;5126931035,418926;5127916036,5786;4946675890,082971;4943720834,234874;5092455993,935193;5122991040,768083;5348359015,582251;5487441777,636339;5739864145,646641;5963718852,735554;6165450410,7722025;6739895068,977911;7226679645,63174;7119884453,303514;7362722827,738144;7533631299,475802;7659759815,305759;8084406664,528995;8354841362,083094;8198943712,904849;7737613934,724328;7543950875,4288225;7261600082,730732;6876350478,405645;6857116738,504308;6603330213,037285;6654541000,0;6610806937,028486;6849550930,142147;6819905984,649089;6851270046,39601;6416619976,789483;
28;Bolivia;BOL;GDP (constant 2015 US$);NY.GDP.MKTP.KD;4727739741,054781;4826516215,324101;5095783590,387039;5442175889,281351;5657500831,837278;5935478851,324192;6361087684,269179;6762931556,998968;7339771954,949782;7668160496,105306;8069284218,525569;8477859226,369762;9153331406,593632;9678655880,75464;9963166534,037903;10691575405,501926;11184945367,859829;11740973122,940163;11981979440,876995;11997956696,778547;11833371711,286543;11865986853,022964;11398616361,436052;10937870784,168043;10915921103,159208;10732928005,185242;10456675901,50064;10714273722,801796;11026006026,557127;11443905993,97968;11974420975,55654;12605057145,863964;12812599025,127312;13359606507,58936;13983135472,296705;14637304665,728975;15275687736,66376;16032477194,066507;16838806960,545681;16910690072,302254;17334777635,26142;17626660783,861137;18064782868,02491;18554580679,574364;19328917940,810337;20183533438,724552;21151739388,78619;22117185733,26953;23477060277,695618;24265185486,780224;25266542224,071228;26581436404,48941;27943010880,026108;29842021040,57391;31471565392,24109;33000198248,336178;34407300577,86814;35850757819,73814;37364958855,951935;38193230057,67373;34820961246,5927;
29;Brazil;BRA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;188463840495,97208;204671730778,62595;218180065010,01508;219489145400,07532;226951776343,67755;232398618975,9258;247969326447,31308;258384038158,10025;283705673897,59406;310657712917,8653;342966115061,3233;381868493955,8063;427464921480,41376;487176307067,7327;526900364431,7979;554123457284,6392;610960618080,9631;641107419354,2922;672969802174,3748;718459600555,5306;784557883806,6378;751214173744,8593;757449251386,9381;735255988321,301;774959811690,6504;835794156908,3699;898395139260,8053;930108487676,7102;929550422584,105;958924215937,7656;917211012544,4707;926678369092,735;921636571083,558;967024315178,7959;1023622994738,3342;1066858717622,6407;1090424176305,9906;1127442397678,2292;1131254256770,5005;1136547820412,5903;1186418964175,1858;1202908958700,0657;1239639324926,4375;1253781489825,3674;1325998860262,8047;1368459094911,19;1422677289738,7844;1509031960385,8162;1585904997822,466;1583909738979,1648;1703150040884,7354;1770840429187,2695;1804861390247,1619;1859094274468,5984;1868463286781,874;1802211999538,684;1743173031958,0488;1766232928553,8943;1797736638228,8826;1823105452462,9456;1749104722085,7463;
